S. No,Description,Average Price,% Change,Cities,Value,Month
5,"Bread Plain, Medium Size Each",43.44,0.35,Multan,45,01-01-2019
5,"Bread Plain, Medium Size Each",43.44,0.35,Baha-walpur,45,01-01-2019
5,"Bread Plain, Medium Size Each",43.44,0.35,Karachi,45.19,01-01-2019
5,"Bread Plain, Medium Size Each",43.44,0.35,Hyder-abad,44,01-01-2019
5,"Bread Plain, Medium Size Each",43.44,0.35,Sukkur,50,01-01-2019
5,"Bread Plain, Medium Size Each",43.44,0.35,Larkana,45,01-01-2019
5,"Bread Plain, Medium Size Each",43.44,0.35,Pesha-war,40,01-01-2019
5,"Bread Plain, Medium Size Each",43.44,0.35,Bannu,35,01-01-2019
5,"Bread Plain, Medium Size Each",43.44,0.35,Quetta,40,01-01-2019
5,"Bread Plain, Medium Size Each",43.44,0.35,Khuz-dar,40,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Islam-abad,456.88,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Rawal-pindi,442.08,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Gujran-wala,375,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Sialkot,440,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Lahore,381.96,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Faisal-abad,375,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Sar-godha,400,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Multan,390,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Baha-walpur,365,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Karachi,460.92,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Hyder-abad,390,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Sukkur,400,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Larkana,390,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Pesha-war,358.83,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Bannu,350,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Quetta,380,01-01-2019
6,"Beef With Bone, (AQ) 1 Kg",397.39,2.52,Khuz-dar,400,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Islam-abad,930,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Rawal-pindi,922.92,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Gujran-wala,800,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Sialkot,880,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Lahore,869.64,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Faisal-abad,850,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Sar-godha,875,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Multan,825,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Baha-walpur,725,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Karachi,882.3,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Hyder-abad,800,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Sukkur,750,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Larkana,825,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Pesha-war,811.83,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Bannu,600,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Quetta,775,01-01-2019
7,"Mutton, Average Quality 1 Kg",815.98,1.21,Khuz-dar,750,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Islam-abad,135.71,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Rawal-pindi,123.75,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Gujran-wala,118,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Sialkot,124,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Lahore,122.4,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Faisal-abad,120,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Sar-godha,114,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Multan,131.5,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Baha-walpur,120,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Karachi,145.89,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Hyder-abad,135.5,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Sukkur,144,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Larkana,125,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Pesha-war,131.8,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Bannu,138,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Quetta,165,01-01-2019
8,"Chicken Farm, Broiler, Live 1 Kg",135.09,-21.29,Khuz-dar,202,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Islam-abad,102.5,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Rawal-pindi,100.83,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Gujran-wala,90,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Sialkot,80,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Lahore,77.68,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Faisal-abad,90,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Sar-godha,70,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Multan,83.33,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Baha-walpur,67.5,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Karachi,94.19,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Hyder-abad,94,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Sukkur,80,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Larkana,91,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Pesha-war,95,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Bannu,84.5,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Quetta,95,01-01-2019
9,"Milk, Fresh, Unboiled 1 Ltr",86.8,0.99,Khuz-dar,80,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Islam-abad,116.25,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Rawal-pindi,112.92,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Gujran-wala,100,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Sialkot,90,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Lahore,91.5,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Faisal-abad,97.5,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Sar-godha,90,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Multan,97.5,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Baha-walpur,80,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Karachi,141.65,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Hyder-abad,135,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Sukkur,100,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Larkana,95,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Pesha-war,106.67,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Bannu,94,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Quetta,110,01-01-2019
10,Curd (Dahi) 1 Kg,102.82,0.47,Khuz-dar,90,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Islam-abad,410.26,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Rawal-pindi,410.26,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Gujran-wala,410.26,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Sialkot,410.26,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Lahore,410,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Faisal-abad,405,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Sar-godha,410.25,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Multan,410.25,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Baha-walpur,410,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Karachi,400,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Hyder-abad,400,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Sukkur,389.74,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Larkana,416,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Pesha-war,390,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Bannu,410.25,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Quetta,400,01-01-2019
11,"Powdered Milk, Nido, Polybag 400 gm",405.44,0.49,Khuz-dar,400,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Islam-abad,116.13,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Rawal-pindi,108.78,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Gujran-wala,116.75,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Sialkot,115,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Lahore,109.2,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Faisal-abad,109.7,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Sar-godha,110,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Multan,111,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Baha-walpur,110,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Karachi,119.3,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Hyder-abad,119.63,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Sukkur,125.6,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Larkana,112,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Pesha-war,118.33,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Bannu,120,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Quetta,133,01-01-2019
12,"Eggs Hen, Farm Dozen",116.29,-0.69,Khuz-dar,122.5,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Islam-abad,246.25,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Rawal-pindi,241.67,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Gujran-wala,170,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Sialkot,160,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Lahore,187.86,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Faisal-abad,200,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Sar-godha,190,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Multan,184.17,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Baha-walpur,170,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Karachi,184.23,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Hyder-abad,160,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Sukkur,150,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Larkana,195,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Pesha-war,222,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Bannu,176,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Quetta,190,01-01-2019
13,"Mustard Oil, Average Quality 1 Kg",189.83,0.88,Khuz-dar,200,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Islam-abad,520,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Rawal-pindi,520,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Gujran-wala,520,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Sialkot,520,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Lahore,515,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Faisal-abad,520,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Sar-godha,520,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Multan,520,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Baha-walpur,520,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Karachi,510,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Hyder-abad,506.2,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Sukkur,510,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Larkana,500,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Pesha-war,507.4,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Bannu,515,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Quetta,515,01-01-2019
14,"Cooking Oil, Tin, (SN) 2.5 Ltr",511.68,1.31,Khuz-dar,460,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Islam-abad,495,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Rawal-pindi,495,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Gujran-wala,495,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Sialkot,495,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Lahore,506,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Faisal-abad,495,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Sar-godha,495,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Multan,495,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Baha-walpur,495,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Karachi,490,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Hyder-abad,488.4,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Sukkur,490,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Larkana,490,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Pesha-war,492,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Bannu,490,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Quetta,488,01-01-2019
15,"Vegetable Ghee, Tin, (SN) 2.5 Kg",491.14,0.64,Khuz-dar,455,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Islam-abad,159.06,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Rawal-pindi,155.63,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Gujran-wala,155,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Sialkot,155,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Lahore,155,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Faisal-abad,149.4,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Sar-godha,146,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Multan,160,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Baha-walpur,160,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Karachi,160.42,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Hyder-abad,195,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Sukkur,145,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Larkana,130,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Pesha-war,167.5,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Bannu,170,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Quetta,194,01-01-2019
16,Vegetable Ghee (Loose) 1 Kg,157.77,0.5,Khuz-dar,125,01-01-2019
17,Bananas Dozen,68.93,7.1,Islam-abad,124.38,01-01-2019
17,Bananas Dozen,68.93,7.1,Rawal-pindi,98.33,01-01-2019
17,Bananas Dozen,68.93,7.1,Gujran-wala,60,01-01-2019
17,Bananas Dozen,68.93,7.1,Sialkot,65,01-01-2019
17,Bananas Dozen,68.93,7.1,Lahore,69.64,01-01-2019
17,Bananas Dozen,68.93,7.1,Faisal-abad,55,01-01-2019
17,Bananas Dozen,68.93,7.1,Sar-godha,54,01-01-2019
17,Bananas Dozen,68.93,7.1,Multan,78.33,01-01-2019
17,Bananas Dozen,68.93,7.1,Baha-walpur,65,01-01-2019
17,Bananas Dozen,68.93,7.1,Karachi,67.04,01-01-2019
17,Bananas Dozen,68.93,7.1,Hyder-abad,51.5,01-01-2019
17,Bananas Dozen,68.93,7.1,Sukkur,55,01-01-2019
17,Bananas Dozen,68.93,7.1,Larkana,47,01-01-2019
17,Bananas Dozen,68.93,7.1,Pesha-war,72.67,01-01-2019
17,Bananas Dozen,68.93,7.1,Bannu,66,01-01-2019
17,Bananas Dozen,68.93,7.1,Quetta,74,01-01-2019
17,Bananas Dozen,68.93,7.1,Khuz-dar,69,01-01-2019
18,"Pulse Masoor, Washed 1 Kg",121.31,2.57,Islam-abad,137.5,01-01-2019
18,"Pulse Masoor, Washed 1 Kg",121.31,2.57,Rawal-pindi,120,01-01-2019
18,"Pulse Masoor, Washed 1 Kg",121.31,2.57,Gujran-wala,150,01-01-2019
18,"Pulse Masoor, Washed 1 Kg",121.31,2.57,Sialkot,150,01-01-2019
18,"Pulse Masoor, Washed 1 Kg",121.31,2.57,Lahore,133.93,01-01-2019
18,"Pulse Masoor, Washed 1 Kg",121.31,2.57,Faisal-abad,134,01-01-2019
18,"Pulse Masoor, Washed 1 Kg",121.31,2.57,Sar-godha,140,01-01-2019
18,"Pulse Masoor, Washed 1 Kg",121.31,2.57,Multan,110,01-01-2019
18,"Pulse Masoor, Washed 1 Kg",121.31,2.57,Baha-walpur,105,01-01-2019
18,"Pulse Masoor, Washed 1 Kg",121.31,2.57,Karachi,112.31,01-01-2019
