S. No,Description,Average Price,% Change,Cities,Value,Month
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Islam-abad,1295,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Rawal-pindi,1295,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Gujran-wala,1295,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Sialkot,1295,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Lahore,1295,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Faisal-abad,1295,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Sar-godha,1295,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Multan,1295,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Baha-walpur,1295,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Karachi,2046.54,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Hyder-abad,1916.95,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Sukkur,1532.46,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Larkana,1801.74,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Pesha-war,2086.49,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Bannu,1634.59,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Quetta,2224.17,12-01-2022
1,Wheat Flour Bag 20 Kg,1556.73,2.61,Khuz-dar,2200.31,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Islam-abad,153.57,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Rawal-pindi,152.31,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Gujran-wala,122.37,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Sialkot,119.83,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Lahore,140.7,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Faisal-abad,142.6,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Sar-godha,113.72,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Multan,138.85,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Baha-walpur,120,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Karachi,161.23,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Hyder-abad,146.19,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Sukkur,149.73,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Larkana,138.53,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Pesha-war,123.69,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Bannu,100,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Quetta,144.94,12-01-2022
2, Rice Basmati Broken (Average Quality 1 Kg,133.91,4.87,Khuz-dar,125.24,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Islam-abad,101.6,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Rawal-pindi,93.77,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Gujran-wala,,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Sialkot,,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Lahore,81.87,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Faisal-abad,130,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Sar-godha,91.64,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Multan,96.44,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Baha-walpur,80,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Karachi,99.44,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Hyder-abad,121.07,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Sukkur,89.55,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Larkana,113.9,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Pesha-war,117.26,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Bannu,120,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Quetta,104.92,12-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,101.76,2.47,Khuz-dar,100,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Islam-abad,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Rawal-pindi,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Gujran-wala,91.92,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Sialkot,75.18,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Lahore,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Faisal-abad,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Sar-godha,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Multan,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Baha-walpur,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Karachi,70,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Hyder-abad,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Sukkur,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Larkana,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Pesha-war,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Bannu,80,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Quetta,90,12-01-2022
4,Bread plain (Small Size) Each,85.97,1.78,Khuz-dar,70,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Islam-abad,808.12,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Rawal-pindi,780.96,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Gujran-wala,700,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Sialkot,650,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Lahore,723.38,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Faisal-abad,700,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Sar-godha,646.65,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Multan,700,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Baha-walpur,632.89,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Karachi,809.97,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Hyder-abad,678.72,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Sukkur,650,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Larkana,766.31,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Pesha-war,595.18,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Bannu,600,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Quetta,689.95,12-01-2022
5,Beef with Bone (Average Quality) 1 Kg,693.13,0.18,Khuz-dar,700,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Islam-abad,1657.5,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Rawal-pindi,1602.55,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Gujran-wala,1532.62,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Sialkot,1500,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Lahore,1718.88,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Faisal-abad,1432.57,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Sar-godha,1300,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Multan,1600,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Baha-walpur,1316.46,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Karachi,1634.52,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Hyder-abad,1500.72,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Sukkur,1300,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Larkana,1250,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Pesha-war,1279.81,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Bannu,1100,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Quetta,1488.64,12-01-2022
6,Mutton (Average Quality) 1 Kg,1434.01,0.2,Khuz-dar,1333.12,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Islam-abad,305.33,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Rawal-pindi,296.22,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Gujran-wala,286.4,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Sialkot,295.55,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Lahore,285.66,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Faisal-abad,285.06,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Sar-godha,276.56,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Multan,311.35,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Baha-walpur,281.92,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Karachi,325.16,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Hyder-abad,309.28,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Sukkur,327.42,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Larkana,294.38,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Pesha-war,303.3,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Bannu,309.09,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Quetta,350.21,12-01-2022
7,Chicken Farm Broiler (Live) 1 Kg,306.94,8.69,Khuz-dar,395.52,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Islam-abad,168.8,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Rawal-pindi,165.92,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Gujran-wala,150,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Sialkot,120,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Lahore,135.68,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Faisal-abad,140,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Sar-godha,113.24,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Multan,130,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Baha-walpur,116.57,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Karachi,181.57,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Hyder-abad,162.44,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Sukkur,160,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Larkana,193.1,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Pesha-war,172.18,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Bannu,140,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Quetta,160,12-01-2022
8,Milk fresh (Un-boiled) 1 Ltr,148.05,1.68,Khuz-dar,136.58,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Islam-abad,182.71,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Rawal-pindi,184.4,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Gujran-wala,170,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Sialkot,140,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Lahore,158.88,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Faisal-abad,150,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Sar-godha,140,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Multan,150,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Baha-walpur,136.58,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Karachi,265.76,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Hyder-abad,236.38,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Sukkur,170,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Larkana,206.46,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Pesha-war,181.46,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Bannu,160,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Quetta,170,12-01-2022
9,Curd (Dahi) Loose 1 Kg,170.79,1.19,Khuz-dar,150,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Islam-abad,647.46,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Rawal-pindi,620.81,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Gujran-wala,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Sialkot,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Lahore,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Faisal-abad,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Sar-godha,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Multan,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Baha-walpur,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Karachi,623.97,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Hyder-abad,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Sukkur,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Larkana,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Pesha-war,647.99,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Bannu,650,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Quetta,640,12-01-2022
10,Powdered Milk NIDO 390 gm Polybag Each,639.39,1.14,Khuz-dar,640,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Islam-abad,279.25,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Rawal-pindi,276.77,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Gujran-wala,273.88,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Sialkot,277.9,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Lahore,271.08,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Faisal-abad,281.9,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Sar-godha,270.25,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Multan,269.15,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Baha-walpur,268.3,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Karachi,282.49,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Hyder-abad,276.92,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Sukkur,277.97,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Larkana,268.52,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Pesha-war,285.62,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Bannu,286.51,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Quetta,292.94,12-01-2022
11,Eggs Hen (Farm) 1 Dozen,278.38,9.74,Khuz-dar,294.9,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Islam-abad,616.55,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Rawal-pindi,614.22,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Gujran-wala,500,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Sialkot,500,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Lahore,513.73,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Faisal-abad,560,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Sar-godha,519.96,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Multan,490.75,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Baha-walpur,500,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Karachi,542.54,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Hyder-abad,477.7,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Sukkur,449.96,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Larkana,560,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Pesha-war,637.68,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Bannu,450,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Quetta,549.94,12-01-2022
12,Mustard Oil (Average Quality) 1 Kg,527.92,0.86,Khuz-dar,536.65,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Islam-abad,2710,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Rawal-pindi,2710,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Gujran-wala,2760,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Sialkot,2760,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Lahore,2729.89,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Faisal-abad,2719.93,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Sar-godha,2710,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Multan,2749.57,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Baha-walpur,2759.77,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Karachi,2710,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Hyder-abad,2760,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Sukkur,2724.97,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Larkana,2760,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Pesha-war,2760,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Bannu,2715.99,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Quetta,2710,12-01-2022
13,Cooking Oil DALDA or Other Similar B Each,2734.02,-1.24,Khuz-dar,2729.71,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Islam-abad,1335,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Rawal-pindi,1342.95,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Gujran-wala,1335,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Sialkot,1370,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Lahore,1314.96,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Faisal-abad,1334.81,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Sar-godha,1319.94,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Multan,1347.72,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Baha-walpur,1335,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Karachi,1335,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Hyder-abad,1352.82,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Sukkur,1373.65,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Larkana,1362.93,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Pesha-war,1354.56,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Bannu,1309.65,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Quetta,1335,12-01-2022
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1341,-2.12,Khuz-dar,1339.85,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Islam-abad,512.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Rawal-pindi,512.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Gujran-wala,514.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Sialkot,512.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Lahore,510.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Faisal-abad,514.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Sar-godha,512.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Multan,512.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Baha-walpur,519.58,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Karachi,519,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Hyder-abad,535,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Sukkur,529.27,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Larkana,532.86,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Pesha-war,522.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Bannu,497.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Quetta,514.98,12-01-2022
15, Vegetable Ghee DALDA/HABIB or Oth Each,518.12,-1.85,Khuz-dar,531.99,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Islam-abad,192.66,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Rawal-pindi,165.42,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Gujran-wala,116.46,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Sialkot,117.25,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Lahore,125.63,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Faisal-abad,89.35,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Sar-godha,97.17,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Multan,156.61,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Baha-walpur,132.43,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Karachi,96.91,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Hyder-abad,85.54,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Sukkur,83.65,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Larkana,91.46,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Pesha-war,112.61,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Bannu,120,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Quetta,122.24,12-01-2022
16,Bananas (Kela) Local 1 Dozen,114.71,12.07,Khuz-dar,100,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Islam-abad,285.95,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Rawal-pindi,281.34,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Gujran-wala,231.97,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Sialkot,230,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Lahore,240.21,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Faisal-abad,275.94,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Sar-godha,264.52,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Multan,222.69,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Baha-walpur,231.22,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Karachi,254.71,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Hyder-abad,250.54,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Sukkur,270,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Larkana,268.96,12-01-2022
17,Pulse Masoor (Washed) 1 Kg,256.39,-2.31,Pesha-war,237.3,12-01-2022
