S. No,Description,Average Price,% Change,Cities,Value,Month
38,Gents Sandal Bata Pair,1299,0,Khuz-dar,1299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Islam-abad,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Rawal-pindi,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Gujran-wala,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Sialkot,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Lahore,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Faisal-abad,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Sar-godha,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Multan,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Baha-walpur,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Karachi,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Hyder-abad,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Sukkur,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Larkana,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Pesha-war,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Bannu,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Quetta,299,02-01-2022
39,Gents Sponge Chappal Bata Pair,299,0,Khuz-dar,299,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Islam-abad,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Rawal-pindi,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Gujran-wala,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Sialkot,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Lahore,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Faisal-abad,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Sar-godha,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Multan,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Baha-walpur,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Karachi,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Hyder-abad,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Sukkur,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Larkana,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Pesha-war,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Bannu,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Quetta,699,02-01-2022
40,Ladies Sandal Bata Pair,699,0,Khuz-dar,699,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Islam-abad,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Rawal-pindi,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Gujran-wala,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Sialkot,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Lahore,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Faisal-abad,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Sar-godha,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Multan,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Baha-walpur,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Karachi,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Hyder-abad,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Sukkur,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Larkana,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Pesha-war,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Bannu,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Quetta,7.12,02-01-2022
41,Electricity Charges upto 50 Units Per Unit,7.12,-3.52,Khuz-dar,7.12,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Islam-abad,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Rawal-pindi,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Gujran-wala,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Sialkot,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Lahore,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Faisal-abad,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Sar-godha,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Multan,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Baha-walpur,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Karachi,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Hyder-abad,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Sukkur,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Larkana,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Pesha-war,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Bannu,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Quetta,141.57,02-01-2022
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Khuz-dar,,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Islam-abad,1296.15,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Rawal-pindi,1079.39,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Gujran-wala,916.37,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Sialkot,850,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Lahore,1002.33,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Faisal-abad,981.58,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Sar-godha,650,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Multan,880.91,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Baha-walpur,900,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Karachi,780.37,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Hyder-abad,766.02,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Sukkur,600,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Larkana,666.26,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Pesha-war,782.39,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Bannu,650,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Quetta,739.95,02-01-2022
43,Firewood Whole 40 Kg,832.01,2.5,Khuz-dar,883.01,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Islam-abad,176.6,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Rawal-pindi,175.26,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Gujran-wala,310,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Sialkot,270,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Lahore,210,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Faisal-abad,170.92,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Sar-godha,260,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Multan,200,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Baha-walpur,200,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Karachi,180,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Hyder-abad,230,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Sukkur,160,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Larkana,250,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Pesha-war,220,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Bannu,190,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Quetta,220,02-01-2022
44,Energy Saver Philips 14 Watt Each,211.49,1.65,Khuz-dar,230,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Islam-abad,80,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Rawal-pindi,80.4,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Gujran-wala,80,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Sialkot,80,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Lahore,80,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Faisal-abad,75,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Sar-godha,90,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Multan,80,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Baha-walpur,85,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Karachi,80,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Hyder-abad,80,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Sukkur,65,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Larkana,79.14,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Pesha-war,80,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Bannu,80,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Quetta,68.72,02-01-2022
45,Sufi Washing Soap 250 gm Cake Each,78.53,0.55,Khuz-dar,75,02-01-2022
46,Match Box Each,3.71,3.34,Islam-abad,4,02-01-2022
46,Match Box Each,3.71,3.34,Rawal-pindi,4,02-01-2022
46,Match Box Each,3.71,3.34,Gujran-wala,3,02-01-2022
46,Match Box Each,3.71,3.34,Sialkot,4,02-01-2022
46,Match Box Each,3.71,3.34,Lahore,3.56,02-01-2022
46,Match Box Each,3.71,3.34,Faisal-abad,5,02-01-2022
46,Match Box Each,3.71,3.34,Sar-godha,3,02-01-2022
46,Match Box Each,3.71,3.34,Multan,5,02-01-2022
46,Match Box Each,3.71,3.34,Baha-walpur,5,02-01-2022
46,Match Box Each,3.71,3.34,Karachi,3,02-01-2022
46,Match Box Each,3.71,3.34,Hyder-abad,3.88,02-01-2022
46,Match Box Each,3.71,3.34,Sukkur,5,02-01-2022
46,Match Box Each,3.71,3.34,Larkana,4,02-01-2022
46,Match Box Each,3.71,3.34,Pesha-war,3.63,02-01-2022
46,Match Box Each,3.71,3.34,Bannu,3.55,02-01-2022
46,Match Box Each,3.71,3.34,Quetta,3.15,02-01-2022
46,Match Box Each,3.71,3.34,Khuz-dar,2,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Islam-abad,154.21,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Rawal-pindi,154.21,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Gujran-wala,154.24,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Sialkot,154.81,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Lahore,154.33,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Faisal-abad,154.22,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Sar-godha,154.37,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Multan,154.25,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Baha-walpur,154.49,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Karachi,154.22,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Hyder-abad,154.96,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Sukkur,154.22,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Larkana,154.53,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Pesha-war,154.21,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Bannu,156.49,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Quetta,154.26,02-01-2022
47,Petrol Super Per Litre,154.48,5.05,Khuz-dar,154.21,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Islam-abad,149.79,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Rawal-pindi,149.86,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Gujran-wala,149.83,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Sialkot,150.4,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Lahore,149.79,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Faisal-abad,149.53,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Sar-godha,149.96,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Multan,149.8,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Baha-walpur,150.07,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Karachi,149.81,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Hyder-abad,150.46,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Sukkur,149.77,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Larkana,150.07,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Pesha-war,149.79,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Bannu,152.27,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Quetta,149.79,02-01-2022
48,Hi-Speed Diesel Per Litre,150.05,4.29,Khuz-dar,149.8,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Islam-abad,2303.7,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Rawal-pindi,2345.86,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Gujran-wala,2362.47,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Sialkot,2334.74,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Lahore,2288.84,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Faisal-abad,2300,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Sar-godha,2237.12,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Multan,2239.41,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Baha-walpur,2227,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Karachi,2383.4,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Hyder-abad,2372.27,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Sukkur,2644.64,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Larkana,2300,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Pesha-war,2450.7,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Bannu,2082.4,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Quetta,2474.92,02-01-2022
49,LPG 11.67 kg Cylinder Each,2329.89,-1.65,Khuz-dar,2310,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Islam-abad,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Rawal-pindi,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Gujran-wala,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Sialkot,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Lahore,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Faisal-abad,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Sar-godha,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Multan,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Baha-walpur,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Karachi,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Hyder-abad,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Sukkur,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Larkana,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Pesha-war,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Bannu,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Quetta,1.79,02-01-2022
50,Telephone Call Charges Per Min u,1.79,0,Khuz-dar,1.79,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Islam-abad,54.25,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Rawal-pindi,54.25,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Gujran-wala,54.25,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Sialkot,54,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Lahore,56.35,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Faisal-abad,65,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Sar-godha,52.58,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Multan,55.82,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Baha-walpur,57.94,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Karachi,50,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Hyder-abad,50,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Sukkur,50,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Larkana,54,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Pesha-war,52.63,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Bannu,50,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Quetta,54.62,02-01-2022
51,Toilet Soap LIFEBUOY 115 gm Each,54.33,0.89,Khuz-dar,60,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Islam-abad,1100,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Rawal-pindi,1100,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Gujran-wala,1100,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Sialkot,1100,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Lahore,1100,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Faisal-abad,1100,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Sar-godha,1100,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Multan,1100,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Baha-walpur,1100,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Karachi,1111.59,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Hyder-abad,1210.9,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Sukkur,1275.97,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Larkana,1282.6,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Pesha-war,1100,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Bannu,1111.78,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Quetta,1459.93,02-01-2022
1,Wheat Flour Bag 20 Kg,1167.19,0.2,Khuz-dar,1493.3,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Islam-abad,112.36,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Rawal-pindi,104.55,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Gujran-wala,98.3,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Sialkot,93.22,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Lahore,98.51,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Faisal-abad,103.23,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Sar-godha,91.64,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Multan,104.33,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Baha-walpur,83.2,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Karachi,120.68,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Hyder-abad,105.72,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Sukkur,100,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Larkana,112.92,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Pesha-war,115,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Bannu,78.72,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Quetta,114.93,02-01-2022
2,Rice Basmati Broken (Average Qualit y1 Kg,101.96,1.47,Khuz-dar,106.56,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Islam-abad,76.52,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Rawal-pindi,78.03,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Gujran-wala,,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Sialkot,,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Lahore,60,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Faisal-abad,60,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Sar-godha,91.64,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Multan,60,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Baha-walpur,80,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Karachi,81.21,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Hyder-abad,87.88,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Sukkur,70,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Larkana,70,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Pesha-war,65,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Bannu,74.89,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Quetta,89.91,02-01-2022
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,75.05,0.08,Khuz-dar,93.22,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Islam-abad,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Rawal-pindi,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Gujran-wala,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Sialkot,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Lahore,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Faisal-abad,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Sar-godha,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Multan,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Baha-walpur,50,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Karachi,50,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Hyder-abad,65,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Sukkur,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Larkana,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Pesha-war,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Bannu,60,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Quetta,70,02-01-2022
4,Bread plain (Small Size) Each,65.08,0,Khuz-dar,50,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Islam-abad,701.87,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Rawal-pindi,681.82,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Gujran-wala,600,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Sialkot,600,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Lahore,602.29,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Faisal-abad,600,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Sar-godha,519.09,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Multan,599.65,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Baha-walpur,503.99,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Karachi,729.55,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Hyder-abad,612.13,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Sukkur,566.19,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Larkana,600,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Pesha-war,521.64,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Bannu,486.58,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Quetta,679.95,02-01-2022
5,Beef with Bone (Average Quality) 1 Kg,593.5,1.67,Khuz-dar,550,02-01-2022
6,Mutton (Average Quality) 1 Kg,1206.6,2.07,Islam-abad,1393.39,02-01-2022
6,Mutton (Average Quality) 1 Kg,1206.6,2.07,Rawal-pindi,1395.53,02-01-2022
6,Mutton (Average Quality) 1 Kg,1206.6,2.07,Gujran-wala,1400,02-01-2022
6,Mutton (Average Quality) 1 Kg,1206.6,2.07,Sialkot,1300,02-01-2022
6,Mutton (Average Quality) 1 Kg,1206.6,2.07,Lahore,1341.95,02-01-2022
6,Mutton (Average Quality) 1 Kg,1206.6,2.07,Faisal-abad,1332.51,02-01-2022
