S. No,Description,Average Price,% Change,Cities,Value,Month
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Islam-abad,1295,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Rawal-pindi,1295,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Gujran-wala,1785.4,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Sialkot,1295,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Lahore,1295,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Faisal-abad,1295,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Sar-godha,1295,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Multan,1438.36,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Baha-walpur,1295,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Karachi,2446.93,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Hyder-abad,2172.7,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Sukkur,1738.54,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Larkana,2038.74,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Pesha-war,2628.15,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Bannu,2074.35,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Quetta,2661.77,1/1/2023
1,Wheat Flour Bag 20 Kg,1736.49,11.55,Khuz-dar,2767.45,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Islam-abad,163.13,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Rawal-pindi,168.38,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Gujran-wala,145.62,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Sialkot,150,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Lahore,166.42,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Faisal-abad,160.39,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Sar-godha,135.24,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Multan,155.7,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Baha-walpur,133.71,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Karachi,190.57,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Hyder-abad,158.28,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Sukkur,180,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Larkana,155.75,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Pesha-war,152.82,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Bannu,129.61,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Quetta,159.87,1/1/2023
2,Rice Basmati Broken (Average Qualit y 1 Kg,154.27,15.2,Khuz-dar,131.48,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Islam-abad,107.02,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Rawal-pindi,95.67,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Gujran-wala,,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Sialkot,,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Lahore,81.87,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Faisal-abad,130,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Sar-godha,91.64,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Multan,115.41,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Baha-walpur,97.26,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Karachi,124.38,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Hyder-abad,133.16,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Sukkur,100,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Larkana,129.74,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Pesha-war,136.18,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Bannu,130,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Quetta,114.93,1/1/2023
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,111.9,9.96,Khuz-dar,110.21,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Islam-abad,97.4,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Rawal-pindi,97.4,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Gujran-wala,100,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Sialkot,100,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Lahore,100,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Faisal-abad,94.87,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Sar-godha,90,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Multan,97.4,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Baha-walpur,100,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Karachi,98.25,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Hyder-abad,90,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Sukkur,90,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Larkana,93.22,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Pesha-war,95.71,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Bannu,80,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Quetta,90,1/1/2023
4,Bread plain (Small Size) Each,93.01,8.19,Khuz-dar,72.38,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Islam-abad,808.12,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Rawal-pindi,790.81,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Gujran-wala,700,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Sialkot,650,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Lahore,723.38,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Faisal-abad,700,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Sar-godha,646.65,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Multan,700,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Baha-walpur,632.89,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Karachi,814.54,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Hyder-abad,678.72,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Sukkur,650,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Larkana,766.31,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Pesha-war,596.5,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Bannu,600,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Quetta,689.95,1/1/2023
5,Beef with Bone (Average Quality) 1 Kg,693.96,0.12,Khuz-dar,700,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Islam-abad,1674.02,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Rawal-pindi,1614.11,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Gujran-wala,1565.95,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Sialkot,1500,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Lahore,1718.88,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Faisal-abad,1432.57,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Sar-godha,1300,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Multan,1600,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Baha-walpur,1316.46,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Karachi,1635.23,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Hyder-abad,1532.62,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Sukkur,1400,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Larkana,1250,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Pesha-war,1290.21,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Bannu,1100,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Quetta,1549.46,1/1/2023
6,Mutton (Average Quality) 1 Kg,1452.61,1.3,Khuz-dar,1383.13,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Islam-abad,378.58,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Rawal-pindi,370.36,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Gujran-wala,354.54,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Sialkot,362.87,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Lahore,340.85,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Faisal-abad,360.97,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Sar-godha,351.02,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Multan,364.13,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Baha-walpur,334.19,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Karachi,389.63,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Hyder-abad,377.89,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Sukkur,382.41,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Larkana,380.3,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Pesha-war,364.88,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Bannu,372.41,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Quetta,448.23,1/1/2023
7,Chicken Farm Broiler (Live) 1 Kg,374.94,22.15,Khuz-dar,462.48,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Islam-abad,176.6,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Rawal-pindi,175.56,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Gujran-wala,150,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Sialkot,120,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Lahore,136.23,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Faisal-abad,140,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Sar-godha,113.24,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Multan,136.58,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Baha-walpur,118.27,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Karachi,186.3,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Hyder-abad,163.68,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Sukkur,160,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Larkana,193.1,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Pesha-war,176.39,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Bannu,140,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Quetta,160,1/1/2023
8,Milk fresh (Un-boiled) 1 Ltr,150.04,1.34,Khuz-dar,136.58,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Islam-abad,192.32,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Rawal-pindi,195.5,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Gujran-wala,170,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Sialkot,140,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Lahore,160.06,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Faisal-abad,150,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Sar-godha,140,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Multan,160,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Baha-walpur,138.28,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Karachi,270.37,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Hyder-abad,236.38,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Sukkur,170,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Larkana,213.12,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Pesha-war,183.21,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Bannu,160,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Quetta,170,1/1/2023
9,Curd (Dahi) Loose 1 Kg,173.34,1.49,Khuz-dar,150,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Islam-abad,658.08,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Rawal-pindi,642.95,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Gujran-wala,640,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Sialkot,640,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Lahore,640,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Faisal-abad,644.98,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Sar-godha,640,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Multan,640,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Baha-walpur,640,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Karachi,634.46,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Hyder-abad,644.98,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Sukkur,640,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Larkana,640,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Pesha-war,707.08,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Bannu,650,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Quetta,650,1/1/2023
10, Powdered Milk NIDO 390 gm Polybag Each,646.43,1.1,Khuz-dar,640,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Islam-abad,291.36,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Rawal-pindi,290.21,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Gujran-wala,284.96,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Sialkot,287.47,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Lahore,285.17,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Faisal-abad,289.92,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Sar-godha,285.17,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Multan,275.11,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Baha-walpur,277.4,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Karachi,290.89,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Hyder-abad,278.7,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Sukkur,284.87,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Larkana,266.99,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Pesha-war,286.55,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Bannu,288.19,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Quetta,294.97,1/1/2023
11,Eggs Hen (Farm) 1 Dozen,285.66,2.62,Khuz-dar,300,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Islam-abad,616.55,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Rawal-pindi,614.49,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Gujran-wala,500,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Sialkot,509.9,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Lahore,513.73,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Faisal-abad,560,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Sar-godha,523.31,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Multan,534.94,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Baha-walpur,548.86,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Karachi,543.58,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Hyder-abad,499,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Sukkur,477.33,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Larkana,581.53,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Pesha-war,638.53,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Bannu,457.97,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Quetta,549.94,1/1/2023
12,Mustard Oil (Average Quality) 1 Kg,539.45,2.18,Khuz-dar,536.65,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Islam-abad,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Rawal-pindi,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Gujran-wala,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Sialkot,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Lahore,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Faisal-abad,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Sar-godha,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Multan,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Baha-walpur,2751.45,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Karachi,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Hyder-abad,2722.41,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Sukkur,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Larkana,2760,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Pesha-war,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Bannu,2700,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Quetta,2710,1/1/2023
13,Cooking Oil DALDA or Other Similar B Each,2715.48,-0.68,Khuz-dar,2710,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Islam-abad,1316.09,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Rawal-pindi,1320.62,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Gujran-wala,1310,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Sialkot,1310,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Lahore,1310,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Faisal-abad,1310,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Sar-godha,1310,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Multan,1310,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Baha-walpur,1326.57,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Karachi,1310,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Hyder-abad,1316.21,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Sukkur,1220,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Larkana,1335,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Pesha-war,1310,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Bannu,1250,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Quetta,1310,1/1/2023
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.85,-2.62,Khuz-dar,1330,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Islam-abad,503.98,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Rawal-pindi,503.98,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Gujran-wala,509,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Sialkot,509,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Lahore,509,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Faisal-abad,506.48,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Sar-godha,509,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Multan,505.45,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Baha-walpur,512.28,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Karachi,509,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Hyder-abad,517.65,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Sukkur,513.49,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Larkana,509,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Pesha-war,516.48,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Bannu,492.48,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Quetta,506.48,1/1/2023
15, Vegetable Ghee DALDA/HABIB or Oth Each,509.52,-1.66,Khuz-dar,530,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Islam-abad,229.94,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Rawal-pindi,185.08,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Gujran-wala,123.24,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Sialkot,129.14,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Lahore,136.95,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Faisal-abad,120.66,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Sar-godha,97.4,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Multan,156.4,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Baha-walpur,146.47,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Karachi,103.73,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Hyder-abad,83.23,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Sukkur,100,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Larkana,106.27,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Pesha-war,117.27,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Bannu,135.02,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Quetta,116.55,1/1/2023
16,Bananas (Kela) Local 1 Dozen,123.42,7.59,Khuz-dar,84.59,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Islam-abad,296.83,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Rawal-pindi,290.07,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Gujran-wala,234.95,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Sialkot,234.97,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Lahore,243.88,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Faisal-abad,298.68,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Sar-godha,280.76,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Multan,238.87,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Baha-walpur,240.75,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Karachi,269.06,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Hyder-abad,257.62,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Sukkur,270,1/1/2023
17,Pulse Masoor (Washed) 1 Kg,263.36,2.72,Larkana,280,1/1/2023
