S. No,Description,Average Price,% Change,Cities,Value,Month
24,Sugar Refined 1 Kg,92.96,1.87,Faisal-abad,92.36,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Sar-godha,90.72,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Multan,92.08,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Baha-walpur,93.14,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Karachi,93.78,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Hyder-abad,90.43,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Sukkur,89.8,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Larkana,93.72,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Pesha-war,94.28,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Bannu,90.98,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Quetta,95,02-01-2021
24,Sugar Refined 1 Kg,92.96,1.87,Khuz-dar,89.5,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Islam-abad,142.44,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Rawal-pindi,142.93,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Gujran-wala,124.78,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Sialkot,132.43,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Lahore,131.75,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Faisal-abad,133.25,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Sar-godha,119.13,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Multan,109.71,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Baha-walpur,120,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Karachi,133.84,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Hyder-abad,131.29,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Sukkur,120,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Larkana,101.6,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Pesha-war,134.9,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Bannu,128.15,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Quetta,149.78,02-01-2021
25,Gur (Average Quality) 1 Kg,128.6,0.64,Khuz-dar,140,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Islam-abad,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Rawal-pindi,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Gujran-wala,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Sialkot,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Lahore,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Faisal-abad,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Sar-godha,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Multan,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Baha-walpur,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Karachi,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Hyder-abad,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Sukkur,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Larkana,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Pesha-war,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Bannu,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Quetta,30,02-01-2021
26,Salt Powdered (NATIONAL/SHAN) 80 Each,30,0,Khuz-dar,30,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Islam-abad,380,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Rawal-pindi,380,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Gujran-wala,380,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Sialkot,380,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Lahore,380,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Faisal-abad,380,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Sar-godha,352.07,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Multan,380,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Baha-walpur,380,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Karachi,380,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Hyder-abad,380,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Sukkur,352.07,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Larkana,352.07,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Pesha-war,352.07,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Bannu,352.07,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Quetta,280,02-01-2021
27,Chilies Powder NATIONAL 200 gm Pa Each,361.68,16.49,Khuz-dar,326.19,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Islam-abad,267.66,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Rawal-pindi,242.64,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Gujran-wala,200,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Sialkot,206.46,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Lahore,269.86,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Faisal-abad,213.97,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Sar-godha,234.69,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Multan,216.56,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Baha-walpur,229.31,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Karachi,363.66,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Hyder-abad,377.31,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Sukkur,206.46,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Larkana,198.25,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Pesha-war,227.31,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Bannu,224.52,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Quetta,289.89,02-01-2021
28,Garlic (Lehsun) 1 Kg,244.13,0.28,Khuz-dar,259.23,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Islam-abad,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Rawal-pindi,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Gujran-wala,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Sialkot,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Lahore,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Faisal-abad,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Sar-godha,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Multan,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Baha-walpur,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Karachi,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Hyder-abad,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Sukkur,228.74,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Larkana,235.92,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Pesha-war,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Bannu,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Quetta,230,02-01-2021
29,Tea Lipton Yellow Label 190 gm Pack Each,230.27,-0.12,Khuz-dar,230,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Islam-abad,154.92,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Rawal-pindi,139.5,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Gujran-wala,186.43,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Sialkot,174.78,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Lahore,136.5,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Faisal-abad,200,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Sar-godha,140,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Multan,115.24,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Baha-walpur,173.07,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Karachi,139.58,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Hyder-abad,122.36,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Sukkur,150,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Larkana,165.1,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Pesha-war,146.59,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Bannu,110,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Quetta,174.95,02-01-2021
30,Cooked Beef at Average Hotel Per Plat e,152.18,1,Khuz-dar,196.61,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Islam-abad,103.98,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Rawal-pindi,92.91,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Gujran-wala,71.33,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Sialkot,67.35,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Lahore,80,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Faisal-abad,73.19,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Sar-godha,70,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Multan,61.04,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Baha-walpur,80,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Karachi,80,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Hyder-abad,71.58,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Sukkur,80,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Larkana,67.82,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Pesha-war,73.19,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Bannu,60,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Quetta,102.32,02-01-2021
31,Cooked Daal at Average Hotel Per Plat e,76.97,1.6,Khuz-dar,90,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Islam-abad,30,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Rawal-pindi,29.28,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Gujran-wala,30,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Sialkot,26.17,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Lahore,29.17,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Faisal-abad,30,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Sar-godha,30,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Multan,27.11,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Baha-walpur,28.23,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Karachi,30,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Hyder-abad,35,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Sukkur,30,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Larkana,31.58,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Pesha-war,22.44,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Bannu,21.54,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Quetta,30,02-01-2021
32,Tea Prepared Ordinary Per Cup,28.68,0.77,Khuz-dar,30,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Islam-abad,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Rawal-pindi,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Gujran-wala,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Sialkot,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Lahore,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Faisal-abad,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Sar-godha,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Multan,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Baha-walpur,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Karachi,89.68,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Hyder-abad,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Sukkur,80,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Larkana,90,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Pesha-war,90,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Bannu,90,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Quetta,90,02-01-2021
33,Cigarettes Capstan 20'S Packet Each,83.38,0,Khuz-dar,90,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Islam-abad,363.19,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Rawal-pindi,356.64,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Gujran-wala,292.9,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Sialkot,281.17,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Lahore,293.3,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Faisal-abad,315.82,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Sar-godha,400,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Multan,394,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Baha-walpur,391.42,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Karachi,300,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Hyder-abad,350,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Sukkur,375,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Larkana,350,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Pesha-war,450,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Bannu,453.31,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Quetta,548.48,02-01-2021
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr",362.94,2.71,Khuz-dar,350,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Islam-abad,367.2,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Rawal-pindi,350.47,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Gujran-wala,225,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Sialkot,270,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Lahore,163.27,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Faisal-abad,133.25,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Sar-godha,242.14,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Multan,250,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Baha-walpur,315.82,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Karachi,257,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Hyder-abad,173.27,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Sukkur,173.21,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Larkana,224.07,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Pesha-war,427.71,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Bannu,277.86,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Quetta,164.95,02-01-2021
35,Shirting (Average Quality) 1 mtr,236.11,0.91,Khuz-dar,200,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Islam-abad,319.11,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Rawal-pindi,298.11,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Gujran-wala,325.69,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Sialkot,300,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Lahore,333.13,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Faisal-abad,315.82,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Sar-godha,470,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Multan,428,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Baha-walpur,417.24,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Karachi,427.73,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Hyder-abad,350,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Sukkur,393,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Larkana,500,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Pesha-war,430,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Bannu,503.18,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Quetta,498.33,02-01-2021
36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,385.35,1.77,Khuz-dar,350,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Islam-abad,212.26,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Rawal-pindi,205.27,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Gujran-wala,200,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Sialkot,200,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Lahore,184.63,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Faisal-abad,159.4,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Sar-godha,209.76,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Multan,141.5,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Baha-walpur,113.24,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Karachi,151.94,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Hyder-abad,130,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Sukkur,150,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Larkana,200,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Pesha-war,176.09,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Bannu,139.44,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Quetta,134.94,02-01-2021
37,Georgette (Average Quality) 1 mtr,168.01,1.46,Khuz-dar,200,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Islam-abad,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Rawal-pindi,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Gujran-wala,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Sialkot,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Lahore,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Faisal-abad,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Sar-godha,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Multan,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Baha-walpur,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Karachi,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Hyder-abad,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Sukkur,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Larkana,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Pesha-war,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Bannu,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Quetta,1199,02-01-2021
38,Gents Sandal Bata Pair,1199,33.37,Khuz-dar,1199,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Islam-abad,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Rawal-pindi,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Gujran-wala,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Sialkot,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Lahore,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Faisal-abad,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Sar-godha,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Multan,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Baha-walpur,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Karachi,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Hyder-abad,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Sukkur,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Larkana,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Pesha-war,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Bannu,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Quetta,249,02-01-2021
39,Gents Sponge Chappal Bata Pair,249,25.13,Khuz-dar,249,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Islam-abad,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Rawal-pindi,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Gujran-wala,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Sialkot,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Lahore,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Faisal-abad,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Sar-godha,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Multan,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Baha-walpur,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Karachi,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Hyder-abad,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Sukkur,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Larkana,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Pesha-war,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Bannu,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Quetta,599,02-01-2021
40,Ladies Sandal Bata Pair,599,0,Khuz-dar,599,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Islam-abad,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Rawal-pindi,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Gujran-wala,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Sialkot,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Lahore,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Faisal-abad,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Sar-godha,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Multan,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Baha-walpur,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Karachi,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Hyder-abad,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Sukkur,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Larkana,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Pesha-war,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Bannu,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Quetta,4.69,02-01-2021
41,Electricity Charges upto 50 Units Per Unit,4.69,16.38,Khuz-dar,4.69,02-01-2021
42,Gas Charges upto 3.3719 MMBTU MMBTU,141.57,0,Islam-abad,141.57,02-01-2021
