S. No,Description,Average Price,% Change,Cities,Value,Month
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Rawal-pindi,78.03,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Gujran-wala,60,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Sialkot,,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Lahore,60,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Faisal-abad,60,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Sar-godha,90,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Multan,64.66,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Baha-walpur,66.63,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Karachi,74.88,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Hyder-abad,77.88,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Sukkur,60,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Larkana,61.33,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Pesha-war,70,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Bannu,70,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Quetta,89.91,01-01-2021
3,Rice IRRI-6/9 (Sindh/Punjab) 1 Kg,70.57,0.11,Khuz-dar,80,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Islam-abad,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Rawal-pindi,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Gujran-wala,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Sialkot,70,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Lahore,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Faisal-abad,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Sar-godha,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Multan,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Baha-walpur,40,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Karachi,40,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Hyder-abad,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Sukkur,70,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Larkana,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Pesha-war,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Bannu,40,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Quetta,60,01-01-2021
4,Bread plain (Small Size) Each,55.54,0,Khuz-dar,40,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Islam-abad,558.03,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Rawal-pindi,554.5,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Gujran-wala,500,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Sialkot,500,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Lahore,504.56,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Faisal-abad,430.89,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Sar-godha,450,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Multan,480.91,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Baha-walpur,424.26,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Karachi,587.81,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Hyder-abad,486.58,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Sukkur,450,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Larkana,424.51,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Pesha-war,400,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Bannu,409.76,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Quetta,474.98,01-01-2021
5,Beef with Bone (Average Quality) 1 Kg,473.85,0.33,Khuz-dar,466.08,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Islam-abad,1172.31,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Rawal-pindi,1189.83,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Gujran-wala,1032.28,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Sialkot,1087.28,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Lahore,1051.19,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Faisal-abad,1000,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Sar-godha,1000,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Multan,1000,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Baha-walpur,836.73,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Karachi,1081.51,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Hyder-abad,1040.51,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Sukkur,900,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Larkana,924.77,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Pesha-war,868.94,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Bannu,720,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Quetta,1096.96,01-01-2021
6,Mutton (Average Quality) 1 Kg,992.85,0.66,Khuz-dar,1000,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Islam-abad,183.68,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Rawal-pindi,180.65,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Gujran-wala,162.15,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Sialkot,175.39,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Lahore,164.24,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Faisal-abad,173.06,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Sar-godha,172.04,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Multan,184.01,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Baha-walpur,167.68,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Karachi,200.53,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Hyder-abad,194.61,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Sukkur,199.16,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Larkana,182.48,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Pesha-war,179.34,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Bannu,181.62,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Quetta,193.16,01-01-2021
7,Chicken Farm Broiler (Live) 1 Kg,183.74,-18.34,Khuz-dar,243.98,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Islam-abad,120.41,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Rawal-pindi,119.83,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Gujran-wala,110,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Sialkot,90,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Lahore,100,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Faisal-abad,103.23,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Sar-godha,80,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Multan,94.31,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Baha-walpur,81.63,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Karachi,120,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Hyder-abad,110,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Sukkur,110,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Larkana,114.93,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Pesha-war,121.85,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Bannu,106.56,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Quetta,120,01-01-2021
8,Milk fresh (Un-boiled) 1 Ltr,105.18,0.32,Khuz-dar,100,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Islam-abad,130.74,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Rawal-pindi,132.49,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Gujran-wala,120,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Sialkot,100,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Lahore,120,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Faisal-abad,110,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Sar-godha,110,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Multan,114.34,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Baha-walpur,93.22,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Karachi,180,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Hyder-abad,148.01,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Sukkur,120,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Larkana,123.24,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Pesha-war,127.36,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Bannu,120,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Quetta,134.94,01-01-2021
9,Curd (Dahi) Loose 1 Kg,121.84,0.46,Khuz-dar,110,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Islam-abad,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Rawal-pindi,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Gujran-wala,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Sialkot,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Lahore,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Faisal-abad,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Sar-godha,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Multan,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Baha-walpur,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Karachi,475.41,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Hyder-abad,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Sukkur,473.31,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Larkana,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Pesha-war,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Bannu,480,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Quetta,500,01-01-2021
10, Powdered Milk NIDO 390 gm Polybag Each,480.49,0.08,Khuz-dar,480,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Islam-abad,164.75,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Rawal-pindi,158.56,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Gujran-wala,151.85,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Sialkot,163.25,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Lahore,156.24,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Faisal-abad,170.58,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Sar-godha,158.43,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Multan,145.62,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Baha-walpur,152.56,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Karachi,173.13,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Hyder-abad,173.81,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Sukkur,153.37,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Larkana,157.39,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Pesha-war,169.11,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Bannu,179.13,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Quetta,184.64,01-01-2021
11,Eggs Hen (Farm) 1 Dozen,164.5,-16.82,Khuz-dar,191.73,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Islam-abad,338.27,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Rawal-pindi,322.72,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Gujran-wala,220,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Sialkot,220,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Lahore,260.63,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Faisal-abad,226.47,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Sar-godha,274.86,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Multan,243.12,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Baha-walpur,274.86,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Karachi,264.54,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Hyder-abad,270.51,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Sukkur,254.05,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Larkana,254.85,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Pesha-war,282.75,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Bannu,239.08,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Quetta,239.86,01-01-2021
12,Mustard Oil (Average Quality) 1 Kg,259.2,7.8,Khuz-dar,250,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Islam-abad,1388.72,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Rawal-pindi,1388.72,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Gujran-wala,1407.26,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Sialkot,1374.35,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Lahore,1391.41,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Faisal-abad,1373.08,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Sar-godha,1373.08,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Multan,1355,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Baha-walpur,1423.28,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Karachi,1388.72,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Hyder-abad,1324.66,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Sukkur,1339.74,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Larkana,1316.92,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Pesha-war,1339.74,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Bannu,1314.46,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Quetta,1373.08,01-01-2021
13, Cooking Oil DALDA or Other Similar B Each,1364.77,6.46,Khuz-dar,1335,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Islam-abad,706.87,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Rawal-pindi,706.87,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Gujran-wala,716.15,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Sialkot,692.34,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Lahore,674.83,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Faisal-abad,733.66,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Sar-godha,692.66,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Multan,690,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Baha-walpur,724.15,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Karachi,706.87,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Hyder-abad,674.83,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Sukkur,661.93,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Larkana,661.93,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Pesha-war,675.82,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Bannu,647.88,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Quetta,691.33,01-01-2021
14,Vegetable Ghee DALDA/HABIB 2.5 kg Each,689.38,6.71,Khuz-dar,668,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Islam-abad,273.97,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Rawal-pindi,273.97,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Gujran-wala,281.33,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Sialkot,272.16,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Lahore,277.91,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Faisal-abad,282.26,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Sar-godha,270.84,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Multan,273.97,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Baha-walpur,281.13,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Karachi,288.29,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Hyder-abad,260.93,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Sukkur,263.95,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Larkana,255.64,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Pesha-war,260.93,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Bannu,250,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Quetta,273.45,01-01-2021
15, Vegetable Ghee DALDA/HABIB or Oth Each,270.86,6.92,Khuz-dar,267,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Islam-abad,150.67,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Rawal-pindi,126.66,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Gujran-wala,94.25,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Sialkot,90.97,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Lahore,76.34,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Faisal-abad,65.53,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Sar-godha,53.13,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Multan,87.09,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Baha-walpur,66.49,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Karachi,59.59,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Hyder-abad,55.19,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Sukkur,65.53,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Larkana,57.33,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Pesha-war,85.1,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Bannu,61.42,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Quetta,69.52,01-01-2021
16,Bananas (Kela) Local 1 Dozen,75.14,7.53,Khuz-dar,68.63,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Islam-abad,178.2,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Rawal-pindi,161.57,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Gujran-wala,145.75,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Sialkot,140,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Lahore,145.59,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Faisal-abad,170.71,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Sar-godha,180,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Multan,148.71,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Baha-walpur,151.62,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Karachi,157.3,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Hyder-abad,142.44,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Sukkur,143.26,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Larkana,135.74,01-01-2021
17,Pulse Masoor (Washed) 1 Kg,153.64,-1.09,Pesha-war,158.66,01-01-2021
